listing_id,year,make,model,variant,displacement,transmission,color,mileage,price,city,last_updated
10260062,2018,Honda,Civic,ES,1500,Automatic,Hitam,57500,417000000,Pondok Indah,2022-10-17
10531851,2016,Honda,Mobilio,S,1500,Manual,Putih,92500,135000000,Bekasi,2022-10-17
10531367,2019,Daihatsu,Ayla,X,1000,Manual,Hitam,47500,112000000,Bekasi,2022-10-17
10531874,2017,Kijang,Kijang Innova,V,2400,Automatic,Hitam,60000,335000000,Grogol,2022-10-17
10531891,2019,Honda,Brio,Satya S,1200,Manual,Putih,27500,134250000,Kemayoran,2022-10-17
9726829,2019,Toyota,Rush,G,1500,Automatic,Hitam,37500,229000000,Taman Palem,2022-10-17
10531887,2016,HRV,HR-V,E,1500,Automatic,Hitam,35000,218000000,Grogol,2022-10-17
10531900,2018,Honda,Brio,Satya E,1200,Automatic,Putih,33513,146000000,Medan Satria,2022-10-17
10524907,2017,Toyota,Alphard,G,2500,Automatic,Putih,57500,848000000,Bintaro,2022-10-17
10525129,2020,Honda,HR-V,E Special Edition,1500,Automatic,Hitam,47500,302000000,Bintaro,2022-10-17
10531919,2014,Fortuner,Fortuner,G TRD,2500,Manual,Hitam,63000,275000000,Pamulang,2022-10-17
10531909,2015,Toyota,Fortuner,G TRD,2500,Automatic,Putih,82500,290000000,Tangerang,2022-10-17
10525027,2015,MINI,Countryman,JCW,1600,Automatic,Putih,57500,508000000,Bintaro,2022-10-17
10523304,2011,MINI,Cooper,S,1600,Automatic,Merah,37500,388000000,Bintaro,2022-10-17
10531922,2017,Daihatsu,Ayla,M,1000,Automatic,Hitam,37500,107000000,Lebak Bulus,2022-10-17
10440393,2013,Toyota,Camry,V,2500,Automatic,Silver,47500,225000000,Tanjung Priok,2022-10-17
10531942,2013,Freed,Freed,S,1500,Automatic,Hitam,63000,150000000,Cipondoh,2022-10-17
10531924,2021,Toyota,Innova Venturer,,2400,Automatic,Abu-abu,12500,490000000,Tangerang,2022-10-17
10531934,2018,ROVER,Range Rover Velar,R-Dynamic SE P250,2000,Automatic,Putih,16000,1775000000,Pondok Indah,2022-10-17
10524806,2015,Jaguar,XF,Premium Luxury,2000,Automatic,Marun,27500,495000000,Bintaro,2022-10-17
10526112,2018,Toyota,Fortuner,VRZ,2400,Automatic,Hitam,57500,418000000,Bintaro,2022-10-17
10532057,2018,Mazda,2,GT,1500,Automatic,Abu-abu,22500,264000000,Alam Sutera,2022-10-17
10445464,2009,BMW,530i,,3000,Automatic,Silver,77500,235000000,Kebayoran Lama,2022-10-17
10532068,2017,Honda,Brio,Satya E,1200,Manual,Hitam,35269,117000000,Pasar Baru,2022-10-17
10532067,2019,Toyota,Yaris,TRD Sportivo,1500,Automatic,Hitam,49007,237250000,delta mas,2022-10-17
10532045,2019,Toyota,Rush,G,1500,Automatic,Hitam,37500,215000000,Gondangdia,2022-10-17
10532074,2019,Mitsubishi,Xpander,CROSS,1500,Automatic,Hitam,27500,245000000,Bekasi,2022-10-17
10532078,2017,Suzuki,Ignis,GX,1200,Manual,Silver,107500,112600000,Pademangan,2022-10-17
10054344,2018,Suzuki,Baleno,GL,1400,Manual,Merah,62500,169000000,Lenteng Agung,2022-10-17
10532086,2013,Toyota,Rush,S,1500,Automatic,Putih,117500,151000000,Cawang,2022-10-17
10532085,2018,Mazda,2,GT,1500,Automatic,Hitam,42500,233000000,Cilandak,2022-10-17
10352833,2022,Toyota,Alphard,G,2500,Automatic,Hitam,1079,1245000000,Kebayoran Baru,2022-10-17
10532093,2019,Mercedes-Benz,E350,AMG,2000,Automatic,Hitam,31000,999000000,Kebayoran Lama,2022-10-17
10532106,2017,Nissan,Grand Livina,X-Gear,1500,Manual,Silver,152500,123000000,Cilangkap,2022-10-17
10532101,2021,Toyota,Innova Venturer,,2400,Automatic,Abu-abu,12500,490000000,Pisangan Lama,2022-10-17
10532111,2018,Mitsubishi,Pajero Sport,Dakar,2500,Automatic,Putih,32500,460000000,Cipinang,2022-10-17
10532115,2016,Toyota,Fortuner,VRZ,2400,Automatic,Silver,62500,384900000,Hasyim Ashari,2022-10-17
10532113,2018,BENZ,GLE250,d 4Matic,2200,Automatic,Putih,33000,1025000000,Pondok Indah,2022-10-17
10532119,2015,Mazda,2,R,1500,Automatic,Merah,52500,202000000,Alam Sutera,2022-10-17
9576850,2018,Terra,Terra,VL,2500,Automatic,Hitam,32000,390000000,Jagakarsa,2022-10-17
10267550,2018,Toyota,Calya,G,1200,Manual,Merah,77500,130000000,Cibinong,2022-10-17
10532122,2017,Daihatsu,Ayla,M,1000,Manual,Silver,37500,99000000,Cilodong,2022-10-17
10519764,2010,Honda,CR-V,2.4 i-VTEC,2400,Automatic,Hitam,117500,135000000,Pamulang Timur,2022-10-17
10532436,2021,Honda,HR-V,E Special Edition,1500,Automatic,Abu-abu,12500,321000000,BSD City,2022-10-17
10532320,2018,Trax,Trax,Premier,1400,Automatic,Abu-abu,29000,194000000,Gading Serpong,2022-10-17
10045465,2010,Toyota,Kijang Innova,E,2000,Manual,Silver,140000,120000000,Tomang,2022-10-17
10532443,2018,Mitsubishi,Pajero Sport,Dakar,2500,Automatic,Putih,12500,445000000,Mangga Dua,2022-10-17
9923872,2018,Toyota,Kijang Innova,G,2400,Automatic,Putih,72500,336000000,Cijantung,2022-10-18
10531996,2019,Mitsubishi,Xpander,CROSS,1500,Automatic,Orange,17500,259000000,Bintaro,2022-10-17
10532449,2013,Toyota,Kijang Innova,V Luxury,2000,Automatic,Hitam,97500,179000000,Bintaro,2022-10-17
10532468,2017,Toyota,Yaris,TRD Sportivo Heykers,1500,Automatic,Hitam,66834,198250000,Pasar Minggu,2022-10-17
10244091,2014,Bentley,Continental GT,W12,6000,Automatic,Hitam,7500,4000000000,Sunter,2022-10-17
10532483,2018,Suzuki,Ertiga,GX,1500,Automatic,Hitam,74201,185700000,Mangga Dua,2022-10-17
10532474,2012,Alphard,Alphard,G G,2400,Automatic,Putih,75000,360000000,Grogol,2022-10-17
10532508,2019,Benz,C200,AMG Line,2000,Automatic,Putih,30000,645000000,Kemayoran,2022-10-17
9668421,2013,Honda,Civic,,1800,Automatic,Abu-abu,107500,196000000,Margonda,2022-10-17
10532494,2016,Toyota,Agya,G,1000,Automatic,Merah,20645,116000000,Kelapa Gading,2022-10-17
10532540,2015,Alphard,Alphard,Q,3500,Automatic,Hitam,70000,525000000,Kemayoran,2022-10-17
10532510,2021,Honda,City,RS,1500,Manual,Putih,7500,265000000,Alam Sutera,2022-10-17
10339160,2017,Daihatsu,Xenia,X DELUXE,1400,Manual,Silver,82500,145000000,Pajajaran,2022-10-17
10532560,2014,Toyota,Yaris,G,1500,Automatic,Abu-abu,37500,167000000,Jatiwaringin,2022-10-17
10532535,2013,Honda,Civic,,1800,Automatic,Silver,107500,185000000,Pondok Labu,2022-10-17
10532572,2021,Honda,City,RS,1500,Automatic,Hitam,7500,288000000,Karawaci,2022-10-17
10532765,2014,Suzuki,Karimun Wagon R,GA Wagon R Wagon R,1000,Manual,Silver,87500,80000000,Kedoya,2022-10-17
10532579,2012,5,Serena,Highway Star,2000,Automatic,Hitam,162000,112000000,Kebayoran Baru,2022-10-17
10532575,2012,Wrangler,Wrangler,Rubicon Unlimited,3800,Automatic,Coklat,39000,825000000,Kemayoran,2022-10-17
10532782,2016,HRV,HR-V,E Mugen,1500,Automatic,Abu-abu,70000,235000000,Grogol,2022-10-17
10241935,2017,Nissan,March,1.2L,1200,Automatic,Merah,57500,142000000,Babelan,2022-10-17
10532797,2016,Mazda,2,R,1500,Automatic,Merah,72500,192000000,Beji,2022-10-17
10532789,2014,Ford,EcoSport,Titanium,1500,Automatic,Abu-abu,97500,120000000,Alam Sutera,2022-10-17
